Instance_ID,p15_Objective,p15_Bound,p15_Gap(%),p15_Runtime(s),p20_Objective,p20_Bound,p20_Gap(%),p20_Runtime(s),p25_Objective,p25_Bound,p25_Gap(%),p25_Runtime(s)
1,1008645.00,1008223.23,0.04,1800.00,883512.00,880570.69,0.33,1800.00,799679.00,791900.01,0.97,1800.00
2,1011207.00,1003469.43,0.77,1800.00,874234.00,857758.16,1.88,1800.00,792599.00,773316.00,2.43,1800.00
3,1000128.00,995561.01,0.46,1800.00,869755.00,857004.43,1.47,1800.00,789406.00,772417.09,2.15,1800.00
4,994997.00,993408.25,0.16,1800.00,880316.00,867342.74,1.47,1800.00,812843.00,781758.07,3.82,1800.00
5,986993.00,986899.61,0.01,982.00,867814.00,860988.81,0.79,1800.00,779398.00,768666.00,1.38,1800.00
6,991959.00,991480.65,0.05,1800.00,873089.00,867393.27,0.65,1800.00,793992.00,778281.55,1.98,1800.00
7,1006821.00,1006509.72,0.03,1800.00,858639.00,857238.50,0.16,1800.00,770931.00,766999.00,0.51,1800.00
8,1003922.00,998352.69,0.55,1800.00,872337.00,859808.58,1.44,1800.00,792552.00,771464.43,2.66,1800.00
9,996161.00,995474.22,0.07,1800.00,862251.00,860835.71,0.16,1800.00,798006.00,773701.21,3.05,1800.00
10,994019.00,993211.71,0.08,1800.00,863976.00,860196.00,0.44,1800.00,775365.00,769292.63,0.78,1800.00
11,1021405.00,1013990.39,0.73,1800.00,894819.00,870770.00,2.69,1800.00,812163.00,783790.00,3.49,1800.00
12,989514.00,988566.86,0.10,1800.00,872406.00,856127.49,1.87,1800.00,793155.00,770918.40,2.80,1800.00
13,1001541.00,1000316.95,0.12,1800.00,876196.00,868166.68,0.92,1800.00,794741.00,777041.00,2.23,1800.00
14,971338.00,971249.22,0.01,292.00,859341.00,853969.12,0.63,1800.00,780044.00,765894.66,1.81,1800.00
15,1001049.00,1000961.06,0.01,1720.00,861636.00,855052.63,0.76,1800.00,780265.00,761573.11,2.40,1800.00
16,982103.00,981370.30,0.07,1800.00,845983.00,842497.52,0.41,1800.00,791452.00,760857.03,3.87,1800.00
17,1005246.00,1002089.92,0.31,1800.00,864400.00,862981.54,0.16,1800.00,794828.00,775195.60,2.47,1800.00
18,993427.00,992860.57,0.06,1800.00,842339.00,841151.61,0.14,1800.00,765976.00,758325.25,1.00,1800.00
19,1005445.00,983112.19,2.22,1800.00,857282.00,841119.60,1.89,1800.00,759936.00,756474.00,0.46,1800.00
20,985828.00,985106.76,0.07,1800.00,859102.00,853188.50,0.69,1800.00,773493.00,763028.33,1.35,1800.00
21,992414.00,991077.39,0.13,1800.00,873363.00,864736.54,0.99,1800.00,791623.00,780207.20,1.44,1800.00
22,975448.00,975398.80,0.01,309.00,849131.00,843481.83,0.67,1800.00,777579.00,760937.59,2.14,1800.00
23,998445.00,998346.64,0.01,1258.00,873395.00,865521.00,0.90,1800.00,783043.00,773603.26,1.21,1800.00
24,995368.00,994504.24,0.09,1800.00,874018.00,860961.28,1.49,1800.00,792368.00,772631.39,2.49,1800.00
25,1009849.00,1009284.08,0.06,1800.00,889168.00,868634.12,2.31,1800.00,781459.00,771502.34,1.27,1800.00

STATISTICS BY P VALUE

p = 15
Metric,Average,Min,Max
Objective,996930.88,971338.00,1021405.00
Bound,994433.03,971249.22,1013990.39
Gap (%),0.25,0.01,2.22
Runtime (s),1622.44,292.00,1800.00

p = 20
Metric,Average,Min,Max
Objective,867940.08,842339.00,894819.00
Bound,859099.85,841119.60,880570.69
Gap (%),1.01,0.14,2.69
Runtime (s),1800.00,1800.00,1800.00

p = 25
Metric,Average,Min,Max
Objective,787075.84,759936.00,812843.00
Bound,771191.01,756474.00,791900.01
Gap (%),2.01,0.46,3.87
Runtime (s),1800.00,1800.00,1800.00

TOTAL STATISTICS (ALL P VALUES)
Metric,Average,Min,Max
Objective,883982.27,759936.00,1021405.00
Bound,874907.97,756474.00,1013990.39
Gap (%),1.09,0.01,3.87
Runtime (s),1740.81,292.00,1800.00

Instance Set Info
Set,BUs,Centers
small,1000,200
